?Threat Description,Malware
"Lindsay Fortado reports: Ryan Cleary and another member of the LulzSec ?hacktivist? group, pleaded guilty to disrupting websites at Sony Corp., the Central Intelligence Agency and News Corp. while denying they illegally posted confidential data. Cleary, 20, pleaded guilty to six of eight charges filed by London prosecutors at a hearing today. Jake Davis, another <a href='https://www.databreaches.net/two-lulzsec-members-plead-guilty-to-sony-cia-hacking/' class='excerpt-more'>[...]</a>",IdentityThreat
"More than 100 health records &#8211; almost half of them in NHS Grampian &#8211; went missing in Scotland last year. The 104 files included personal details of children and sensitive health information, according to details in a Freedom of Information response. NHS Grampian insisted its 50 records were not &#8220;lost&#8221; but &#8220;reported missing&#8221;. &#160; Read <a href='https://www.databreaches.net/uk-inquiry-call-over-missing-nhs-records/' class='excerpt-more'>[...]</a>",IdentityThreat
"Robert Schoenberger reports: Towards Employment, a Cleveland non-profit agency that has helped more than 100,000 low-income residents and ex-convicts find jobs over the past 36 years,ÿis warning its clients that they are at risk for identity theft. Last month, a thief stole a Towards Employment laptop that held a database with the names, addresses and <a href='https://www.databreaches.net/oh-towards-employment-warns-clients-of-data-breach-possible-identity-theft/' class='excerpt-more'>[...]</a>",IdentityThreat
"Kathy Tomlinson reports: A Vancouver man who transcribes medical records for a living says patients have reason to worry about the privacy and accuracy of their medical information. Donan Forde says that?s because all dictated reports by hospital physicians in B.C.&#8217;s Lower Mainland will soon be transcribed by private contractors, accessing and working on records <a href='https://www.databreaches.net/ca-hospital-record-outsourcing-raises-privacy-safety-fears/' class='excerpt-more'>[...]</a>",InsiderThreat
"An update to a breach affecting Roseway Hospital, reported previously on this blog. ÿEva Hoare reports: A Halifax law firm has started a class action against a provincial health authority after a worker accessed the private medical records of hundreds of South Shore patients. [&#8230;] An investigation into the records breach, made public in mid-June, <a href='https://www.databreaches.net/ca-class-action-launched-against-n-s-hospitals-for-privacy-breach/' class='excerpt-more'>[...]</a>",IdentityThreat
"Rip Empson reports: Several weeks ago, reports started to trickle out that a number of Dropbox users were under attack from spam. Since then, Dropbox has been investigating those attacks (with some help from a third-party) and today gave the first update on the progress, saying that some accounts were indeed accessed by hackers, but <a href='https://www.databreaches.net/dropbox-reports-user-accounts-were-hijacked-adds-new-security-features/' class='excerpt-more'>[...]</a>",IdentityThreat
Anthony Skeens reports a settlement in a lawsuit that I don&#8217;t recall seeing before: A settlement has been reached in a lawsuit against the state for exposing employee personnel information to Pelican Bay State Prison inmates. The settlement last week came after five years of litigation stemming from two incidents in 2006 when the prison <a href='https://www.databreaches.net/prison-workers-settle-lawsuit/' class='excerpt-more'>[...]</a>,IdentityThreat
"Kellie Lunney reports that the recent TSP breach has inspired at least one Senator to try to require all federal agencies to have a breach notification policy in place. You&#8217;d have thought they would have one already, wouldn&#8217;t you, but apparently not&#8230;. The head of the Thrift Savings Plan expressed regret on Tuesday over not <a href='https://www.databreaches.net/tsp-head-expresses-regret-over-cyberattack/' class='excerpt-more'>[...]</a>",IdentityThreat
"Federal data breaches jumped 19 percent last year, the Government Accountability Office said Tuesday. There were roughly 13,000 incidents reported by agencies in 2010 involving unauthorized disclosures of personally identifiable information ? last year, that figure shot up to 15,500, Greg Wilshusen, GAO?s director of information security issues, told the Senate subcommittee on government management <a href='https://www.databreaches.net/data-breaches-up-19-percent-gao-reports/' class='excerpt-more'>[...]</a>",IdentityThreat
"Caroline Alphonso reports: Elections Ontario ignored security measures and went right back to using memory sticks without enabling the encryption software just days after personal information of as many as 2.4 million voters ? contained on two USB keys without the necessary safeguards ? vanished from one of its warehouses, the province?s privacy commissioner charged. <a href='https://www.databreaches.net/privacy-commissioner-deeply-disturbed-by-election-ontarios-handling-of-voter-data/' class='excerpt-more'>[...]</a>",IdentityThreat
"Oregon Health &#38; Science University Hospital officials have posted a notice on their web site. While most of the notice concerns patient information, it appears that almost 200 employees had their Social Security Numbers on the stolen USB drive. OHSU has set up a toll free number to respond to patient questions. Information stored on <a href='https://www.databreaches.net/ohsu-says-data-about-some-patients-and-employees-stolen-in-a-home-burglary-2/' class='excerpt-more'>[...]</a>",IdentityThreat
"Orin Kerr writes: I?ve blogged a lot on the scope of the Computer Fraud and Abuse Act, and specifically on whether using a computer in violation of a computer use policy or Terms of Service is a federal crime. I?ve been banging the drumÿurging courts to adopt a narrow interpretations of the Actÿfor a decade, <a href='https://www.databreaches.net/recent-developments-both-in-the-courts-and-in-congress-on-the-scope-of-the-computer-fraud-and-abuse-act/' class='excerpt-more'>[...]</a>",IdentityThreat
"A campaign aide for former Republican presidential candidate Michele Bachmann sued the Minnesota congresswoman and her senior campaign aides on Monday, alleging an official stole a private email list and that she was blamed for its use. The lawsuit filed by Barb Heki claimed that Bachmann&#8217;s Iowa campaign chairman, state Senator Kent Sorenson, took the <a href='https://www.databreaches.net/michele-bachmann-sued-by-former-aide-who-says-campaign-staff-were-thieves-who-stole-contact-list/' class='excerpt-more'>[...]</a>",IdentityThreat
"Christine Dempsey reports: An [sic] laptop computer stolen from a business associated withÿHartford Hospitalÿand its sister home-health care group contains personal information of nearly 10,000 patients, the hospital said Monday. Officials from the hospital and VNA HealthCare learned on June 26 that the laptop had been stolen from the home of an employee of Greenplum, <a href='https://www.databreaches.net/hartford-hospital-and-vna-healthcare-notify-patients-after-laptop-stolen-from-vendor-employees-home/' class='excerpt-more'>[...]</a>",InsiderThreat
